sequence	uuid	sample_barcode	sample_name	plate_name	plate_well_position	germplasm_name	number_of_plants	germplasm_pedigree	germplasm_type	germplasm_par1	germplasm_par1_type	germplasm_par2	germplasm_par2_type	dnasample_sample_group	dnasample_sample_group_cycle	Submergence	Submergence.1	Drought
116	ad575253-ad29-4343-b864-fe09141941f1	230409842884598754442425684553809609201	XBL-167-116	Plate-44402	F03	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
117	1fbb17eb-177d-4194-99dd-0042a1303edd	42177512503187060315461599759151677149	XBL-167-117	Plate-44402	G03	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
118	7ff32544-e764-4764-9e36-cca97d227b09	170074439509590932049084439116606765833	XBL-167-118	Plate-44402	H03	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
119	58c9a282-3064-4274-8139-f11bcca8df04	118019011362631502472550164651682881284	XBL-167-119	Plate-44402	A04	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
120	0e5e6551-c6cd-4cc8-b074-5e2b540c6587	19099322848068452831423055859739813255	XBL-167-120	Plate-44402	B04	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
121	4b7349f7-e72b-418a-864c-1a590dedd2ad	100290714079400733828422217651480023725	XBL-167-121	Plate-44402	C04	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
122	d856301b-60b4-45ba-a262-a67a1e85d144	287560760344125683765055985588428460356	XBL-167-122	Plate-44402	D04	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
123	c54de3cf-c919-494a-af09-70ea1e47ef88	262262342597182334301356728846134013832	XBL-167-123	Plate-44402	E04	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
124	1511b9d5-f6fc-41a0-a1d7-b1738e64c461	28005826155891888137553501018590069857	XBL-167-124	Plate-44402	F04	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
125	3108aba8-ff27-493a-9dcc-2fa74342c5eb	65177191849668854650808884996249667051	XBL-167-125	Plate-44402	G04	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
126	13493275-0bde-4e96-8ceb-b6eab67b121d	25635392984434728516244685410119914013	XBL-167-126	Plate-44402	H04	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
127	375f3c65-a282-4d2b-a31f-a16218c361f2	73602032966645911050134589303184122354	XBL-167-127	Plate-44402	A05	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
128	5b7629fa-348f-43bc-a030-f3425baa6485	121573290047835249159984888256228123781	XBL-167-128	Plate-44402	B05	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
129	d6a0c9b8-de65-4e6d-b3ab-c7e08ad2001b	285289650006477949888720032913501061147	XBL-167-129	Plate-44402	C05	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
130	516a2bb3-a42a-4db6-ada0-339625ee4252	108218737501843607996139328028608971346	XBL-167-130	Plate-44402	D05	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
131	6be50ef3-48cd-44b3-a7e6-98295b52f2e7	143416734758299490952405202613340140263	XBL-167-131	Plate-44402	E05	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
132	2a3e38a7-cffb-44d2-b334-7cc6beb4dd6a	56150647338603732772008781460482088298	XBL-167-132	Plate-44402	F05	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
133	46265a6f-d29d-4735-8dd8-718c8debe125	93245101261940791978911006282985759013	XBL-167-133	Plate-44402	G05	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
134	5a6c0a3c-f26c-461e-82c2-2fff37cc1930	120191495334176244811550579926265239856	XBL-167-134	Plate-44402	H05	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
135	f7af2c33-b56c-492f-aabe-67b40386db3a	329228863431924360721448495290033560378	XBL-167-135	Plate-44402	A06	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
136	a8b4744d-15a6-4d0e-be60-b3dcad2fbbb1	224247275593184903599594283156577958833	XBL-167-136	Plate-44402	B06	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
137	9f624ffb-fbbe-47e9-8bf1-abc98659e2a9	211857718696476289428693613672161469097	XBL-167-137	Plate-44402	C06	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
138	ee65240f-613b-4440-8ddc-85f6774b72d7	316881416364781859403450369668910117591	XBL-167-138	Plate-44402	D06	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
139	9b26fd50-3b3b-40dd-87f4-6bae89999c9d	206232784433500257284537058952044190877	XBL-167-139	Plate-44402	E06	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
140	5e445241-e9f7-4d48-a2fe-33428b9925b0	125302176169989500123802494599628924336	XBL-167-140	Plate-44402	F06	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
141	19e50676-89e8-453a-9e63-981c747fa479	34419866961288415003029515681262445689	XBL-167-141	Plate-44402	G06	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
142	a253aa58-e86c-4aa9-abba-276f4ea864cf	215769351010057122994882717216173221071	XBL-167-142	Plate-44402	H06	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
143	32f4b349-c60f-4fa0-97ae-a08ea315b783	67731956618999750638135916425819568003	XBL-167-143	Plate-44402	A07	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
144	d462fe52-f9e4-424f-b95f-3a775a17b26e	282310338504624947536391618780160569966	XBL-167-144	Plate-44402	B07	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
145	5e1a183d-cb9f-4d4b-892e-472cefa42fbd	125082922995870439796176102482380074941	XBL-167-145	Plate-44402	C07	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
146	a94a716c-1089-461e-b99d-e4faf45cdc19	225026061729226838071420962675718151193	XBL-167-146	Plate-44402	D07	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
147	1dc079a1-0edc-434e-a85c-67f788a63642	39546999806496525534914035426554951234	XBL-167-147	Plate-44402	E07	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
148	86d042e2-1f34-4243-aaee-49400ae68439	179197905736009752721351008726553101369	XBL-167-148	Plate-44402	F07	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
149	029691cc-5d61-4580-87bf-c352e746f0a5	3440257661187438224363551542546460837	XBL-167-149	Plate-44402	G07	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
150	7453fbda-4592-49f3-8d20-451bbc328055	154626516328389894701729465281564278869	XBL-167-150	Plate-44402	H07	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
151	bc7cef49-7979-4bb1-9239-eca8f466a393	250543561335167962688034229328722437011	XBL-167-151	Plate-44402	A08	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
152	23e7e0e7-31f4-4a0b-96b8-05bc7587d3a1	47726962003710452553186971913883734945	XBL-167-152	Plate-44402	B08	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
153	86508e09-8b30-4489-9b54-933e14e53790	178534816042155462808797797491465861008	XBL-167-153	Plate-44402	C08	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
154	560ac758-d502-4619-a9c5-634a841b56b5	114369573843600597266330210631423841973	XBL-167-154	Plate-44402	D08	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
155	0e55adde-e47e-441f-8d38-c455b4f37c29	19054063690193021070228799269702433833	XBL-167-155	Plate-44402	E08	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
156	a0220a20-4359-408c-a4ab-9b7170ba6871	212853222799017355658982853118470547569	XBL-167-156	Plate-44402	F08	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
157	e6d336e9-e414-4854-85c1-b5cbcb891a54	306819127448549064736499532660503812692	XBL-167-157	Plate-44402	G08	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
158	69340a3b-7288-49ae-bcd9-e003f79dfc19	139839146528063655537079284398829730841	XBL-167-158	Plate-44402	H08	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
159	44f689d5-a81b-460d-aa2e-0c0c7908ddc2	91667604358314616236069162844294798786	XBL-167-159	Plate-44402	A09	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
160	dd1fb147-35fc-40fe-8a0a-f0e1e2884d97	293923943899488034180607914667179265431	XBL-167-160	Plate-44402	B09	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
161	6f0018c6-e1d6-4f8b-a735-f3237f3fe74e	147544810067025540335050149712797624142	XBL-167-161	Plate-44402	C09	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
162	753a37ea-9378-4f36-bd26-1b9d62626d12	155821962842188147930725927798853233938	XBL-167-162	Plate-44402	D09	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
163	30a16a1a-f3bc-4a13-917b-0d205db7d88b	64641055662682766852279123372731259019	XBL-167-163	Plate-44402	E09	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
164	f3ad0a16-17ed-438a-ad7f-4f2833f21cca	323900874906781683727726994301473922250	XBL-167-164	Plate-44402	F09	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
165	4f2c3750-ada8-4f11-b599-da4ce406907c	105238594653309467988496904944821375100	XBL-167-165	Plate-44402	G09	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
166	8b4e8411-2d51-4bfd-8c54-3af774a7155a	185170369208040574939617811045579953498	XBL-167-166	Plate-44402	H09	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
167	e638c8ca-0fd4-4d30-95e3-0d23c88edb0e	306017280145517091270096179700404509454	XBL-167-167	Plate-44402	A10	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
168	96c6251a-6722-49ee-9b2c-bad180115adc	200413026686733245912423856677057551068	XBL-167-168	Plate-44402	B10	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
169	fafe2c4f-b0fc-4498-9bf0-3b7db7b64b98	333626741088118548715141934175479024536	XBL-167-169	Plate-44402	C10	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
170	1956ac13-c40c-464a-8839-278850c45ab2	33680727564917708832331924074957920946	XBL-167-170	Plate-44402	D10	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
171	f49a10c9-efcc-47bd-90f7-676462ad2faa	325131585205362037236584959595795787690	XBL-167-171	Plate-44402	E10	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
172	ebff56b6-1727-45b1-8a3e-87c7fd4f7354	313694373422298735268614312107843744596	XBL-167-172	Plate-44402	F10	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
173	d40995e3-3f92-42e2-9903-c3d19edeb29e	281846105861627187985748049983239533214	XBL-167-173	Plate-44402	G10	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
174	2803b296-6a58-4838-98be-fd1b214a518e	53188318908018204103623587769218650510	XBL-167-174	Plate-44402	H10	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
175	8f3a83bd-1cad-4eb5-9322-24ef372d618a	190383428593693879528323931704807743882	XBL-167-175	Plate-44402	A11	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
176	e08ea6b1-1d08-4cee-b985-5922210fc37b	298487758122097172250704142016902579067	XBL-167-176	Plate-44402	B11	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
177	884ac967-68cc-4b89-8de1-7a93d5bd918a	181163322351544627517946014684113899914	XBL-167-177	Plate-44402	C11	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
178	a16044a2-a003-4f3d-99a8-4e9b49d15917	214505559908127777166413159114447345943	XBL-167-178	Plate-44402	D11	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
179	544fe4b8-e2c9-4e36-97ff-ff764e790fac	112069982135315695573097602969872437164	XBL-167-179	Plate-44402	E11	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
180	08b50922-f26d-4e81-8354-e160a26ca553	11573815008145605158798357098056688979	XBL-167-180	Plate-44402	F11	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
181	1a60a55b-94b9-4234-bd68-a1c56796344d	35061742242202292850767257861889602637	XBL-167-181	Plate-44402	G11	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
182	eb5d8e0d-87ee-46bc-9d70-d2ca507bbdec	312854343791497335040420936531960380908	XBL-167-182	Plate-44402	A12	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
183	a177d7bb-63c6-4dea-b387-c91b38da4378	214627966212147026538171026584519721848	XBL-167-183	Plate-44402	B12	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
184	932d3423-264c-4ae0-9e2e-849793adaa2b	195631226209154440780347794014109280811	XBL-167-184	Plate-44402	C12	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
185	75fe253d-9102-438e-8489-d534417a4c0d	156839274235854315132599125236558482445	XBL-167-185	Plate-44402	D12	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
186	1b7ae1d8-d940-41bb-8fd6-34d69f34b4e4	36527196825613831043440093696688960740	XBL-167-186	Plate-44402	E12	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
187	89dd074e-4010-4cab-acee-c15df0fd5796	183251881204760318676425069865102825366	XBL-167-187	Plate-44402	F12	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
188	e272f904-f8da-4777-846a-39874baebcdf	301002499603184082705999682178504375519	XBL-167-188	Plate-44402	G12	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
189	dab2ba72-f8ae-4b0d-b918-8da0766b5048	290699713559090655406679684059004358728	XBL-167-189	Plate-44403	A01	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
190	3d3689e6-d0f2-48f6-9f34-bd4b87100020	81366088750499614149662930352357769248	XBL-167-190	Plate-44403	B01	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
191	e526c61f-9bd4-426e-ae23-3ecd82eaabc6	304594536736771401831738829201509886918	XBL-167-191	Plate-44403	C01	XBL-167	191	KR 104*2/SIKA	BC1F1	KR 104	DP	SIKA	RP	xbl-2018-P3				
192	e2f1ad26-4a22-4f4d-9f4f-707e6aab3917	301660382480772856719241807186472155415	RRN-1	Plate-44403	D01	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
193	4241313b-adff-4e6f-8985-99dd57c471a2	88067545583990931866130618748370186658	RRN-2	Plate-44403	E01	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
194	14604613-037f-4e26-a513-e23697c32059	27084441689207361964379290947706626137	RRN-3	Plate-44403	F01	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
195	ce5276f8-18e3-4ca0-afeb-63302fb15829	274249148454712488379162391084690135081	RRN-4	Plate-44403	G01	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
196	88a342b4-38db-464a-8bf2-baa321dbfcbb	181622704732389076441485096149252308155	RRN-5	Plate-44403	H01	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
197	9534e9c3-4c31-4fb5-8d41-6b1877e0c035	198329712083106091747680148723224068149	RRN-6	Plate-44403	A02	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
198	ba83d00d-6c94-4b6c-923c-36f274010bfb	247920817909229745274610343342862568443	RRN-7	Plate-44403	B02	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
199	04881e49-3d51-4ef2-a67f-d602c819874d	6023678630821254551690845553316955981	RRN-8	Plate-44403	C02	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
200	1da5147a-7989-46b1-abfe-f62c32954016	39404756211062349515366675328485638166	RRN-9	Plate-44403	D02	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
201	a6bc0d50-69c2-4c55-900f-f7c49ec1abfa	221628269152009249227511426838517885946	RRN-10	Plate-44403	E02	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
202	bf7e456c-ce28-498e-add9-0cf7ff4e1a72	254538184705801139932329338887050500722	RRN-11	Plate-44403	F02	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
203	eb5f7efe-f9b9-4485-8e7c-842d31fa85a4	312864422995865119797468874460163114404	RRN-12	Plate-44403	G02	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
204	9181133a-9bd6-4da1-a1f1-fdc3e2e3501b	193408255692808942795722473443351023643	RRN-13	Plate-44403	H02	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
205	5b010654-5d17-467f-a104-3e824c63295c	120965068291719396497330867891102493020	RRN-14	Plate-44403	A03	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
206	1e792e2e-b2e2-4f44-abab-3b348609d81a	40506044484129357280298550779819186202	RRN-15	Plate-44403	B03	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
207	d229e09e-5344-4fd2-9231-e7d39c9123af	279355319089602996192717830541064348591	RRN-16	Plate-44403	C03	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
208	e85d15fd-d3a9-4bd7-83e9-4ea644c9057d	308864224670777017965952976069520328061	RRN-17	Plate-44403	D03	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
209	e34db69d-8335-468f-ac5a-0a6b65bd4f67	302138265779259406791072444630771257191	RRN-18	Plate-44403	E03	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
210	3867ebfb-17d4-4868-9742-6fea5487de4b	74976360600284814790646985427570384459	RRN-19	Plate-44403	F03	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
211	8e0cb8a6-e943-40c7-a3b9-43bc1f41b733	188816428151193832391563106005496739635	RRN-20	Plate-44403	G03	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
212	7ca107e2-1dc8-4d0a-a316-0952194a309b	165660391163202843540878894209081946267	RRN-21	Plate-44403	H03	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
213	0070185f-9e1b-464f-8022-449b48bd628f	582031601593431770679377873824735887	RRN-22	Plate-44403	A04	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
214	33e9a3d2-0a47-45cf-8c8e-c25cd39cf66c	69003755626929861076629440703189808748	RRN-23	Plate-44403	B04	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
215	eea88227-eabc-45fe-8d9f-47c58bbd6641	317231208744837742457411046309525022273	RRN-24	Plate-44403	C04	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
216	a702846b-1b70-4aa9-9e56-7ed5f1e09160	221994145653770939017975005902985531744	RRN-25	Plate-44403	D04	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
217	5ca6c204-65fd-487d-81f0-9f3b14140201	123154832026668986724517195729312416257	RRN-26	Plate-44403	E04	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
218	857981ed-70f2-4063-9772-4220cc62a5f5	177418226602145097402324040406154782197	RRN-27	Plate-44403	F04	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
219	3d86f2ca-25fe-442b-bde9-733ed1a5c82d	81783599880894781184381415630867646509	RRN-28	Plate-44403	G04	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
220	3019355c-ecb9-45ed-829e-2ac9b9e4d109	63933833549101721259991342520247570697	RRN-29	Plate-44403	H04	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
221	cec4136a-9548-495a-970b-be2db6648432	274839051126133847453370958298256540722	RRN-30	Plate-44403	A05	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
222	cbea0e7d-7661-4447-aba0-1df99bf6b51c	271048574503126656677405022875842688284	RRN-31	Plate-44403	B05	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
223	0ced5d90-987e-4cc3-99f2-deda420caf52	17183208025034694936398312967825567570	RRN-32	Plate-44403	C05	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
224	2d6a7594-cdcb-4499-bfab-2dd4a7311469	60368028108707748277698486294522434665	RRN-33	Plate-44403	D05	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
225	59b5f0d7-6397-48aa-9f27-8dad95d3bb08	119245982199434040385813698859815385864	RRN-34	Plate-44403	E05	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
226	1ca1ca52-39c3-4357-b5e4-e9c5f63a1d7c	38058447237527719607770793749562137980	RRN-35	Plate-44403	F05	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
227	e2193af4-2270-49f3-911a-800890e47a28	300536530190941262495847060255791151656	RRN-36	Plate-44403	G05	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
228	2036a306-9d18-41bf-8baa-d4aaa2372fd7	42818986452231030181563123336062906327	RRN-37	Plate-44403	H05	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
229	3e0d345b-2d44-4b56-b740-f10cd787b814	82480697506897303738929048043043403796	RRN-38	Plate-44403	A06	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
230	1250e304-a36c-40e2-83fc-5f348bdc0283	24346092147280877908121824852650492547	RRN-39	Plate-44403	B06	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
231	782cf443-124a-40fa-bfa4-5606e8ca0268	159740774777856114171792123794641519208	RRN-40	Plate-44403	C06	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
232	e6b55e22-e4f8-4c31-bb19-264dd293fe19	306664154073048478970403083406762311193	RRN-41	Plate-44403	D06	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
233	9a1b0af1-4a7d-41ef-83b6-fca101cfb7ec	204841525307194005053881845109840918508	RRN-42	Plate-44403	E06	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
234	54befac9-f0a3-4ec2-a416-d89b1e623cec	112646774650789958058876321695109627116	RRN-43	Plate-44403	F06	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
235	85d6f9f8-0150-414c-bf11-e1bb7e0c789b	177903544936102384457135636559013116059	RRN-44	Plate-44403	G06	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
236	ec30ff84-294c-4780-9a17-b6f98886571f	313952219739797302215591528350628599583	RRN-45	Plate-44403	H06	RRN	173	KR104*2/Mwea-7b	BC1F1	KR 104	DP	Mwea-7b	RP	RRN-2018-P1				
